,project_name,state,postcode,fuel_source,capacity_mw,project_stage,stage_date,accreditation_start_date,accreditation_code,search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
114,Greenlink 7,VIC,3977,Solar,0.42,approved,2025-04-15,2025-02-28,SRPXVCP8,"VIC, 3977, Australia",-37.8688729,145.2126338,-37.8690250,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
115,IBIS Care,NSW,2223,Solar,0.323,approved,2025-04-15,2025-03-23,SRPYNS88,"IBIS Care, NSW, 2223, Australia",-33.9822693,151.1098789,-33.9826352,-33.9819368,151.1095282,151.1103181,"Ibis Care Blakehurst Mews, 28-30, Cheddar Street, Blakehurst, St George, Sydney, Georges River Council, New South Wales, 2221, Australia",way,1162998173,nominatim,ok,exact
116,Agile Energy - T&P 361kW,NSW,2015,Solar,0.361,approved,2025-04-17,2025-01-28,SRPYNS66,"NSW, 2015, Australia",-33.8737539,151.2095867,-33.8738039,-33.8737039,151.2095367,151.2096367,"HarperCollins Publishers Australia, 201, Elizabeth Street, Koreatown, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",node,6602426833,nominatim,ok,postcode
117,Cairns Colonial Club,QLD,4870,Solar,0.208,approved,2025-04-17,2025-02-10,SRPXQLG8,"QLD, 4870, Australia",-16.9109398,145.7507104,-16.9110032,-16.9108710,145.7506160,145.7508076,"St John Ambulance (QLD) Manunda, Cairns, Macnamara Street, Manunda, Cairns, Cairns Regional, Queensland, 4870, Australia",way,1365670797,nominatim,ok,postcode
118,CALABRIA FAMILY WINES PTY LTD,NSW,2680,Solar,1.032,approved,2025-04-17,2025-04-02,SRPYNS93,"NSW, 2680, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
119,Pikes Wines Pty Ltd,SA,5453,Solar,0.2,approved,2025-04-17,2025-04-01,SRPVSAZ4,"SA, 5453, Australia",-34.097735,139.1556029,-34.1267870,-34.0367039,139.0949723,139.2314232,"Australia Plains, The Regional Council of Goyder, South Australia, 5374, Australia",relation,6539875,nominatim,ok,postcode
120,Region Group Currambine,WA,6028,Solar,1.48,approved,2025-04-17,2025-01-29,SRPVWAN4,"WA, 6028, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
121,Cubbie,QLD,4486,Solar,3.44,approved,2025-04-22,2025-01-29,SRPXQLH3,"Cubbie, QLD, 4486, Australia",-28.606943,148.028281,-28.6169430,-28.5969430,148.0182810,148.0382810,"Cubbie, Dirranbandi, Balonne Shire, Queensland, 4486, Australia",node,3594179281,nominatim,ok,exact
122,DHL Skyline,NSW,2171,Solar,1.0,approved,2025-04-22,2025-02-25,SRPXNSU4,"NSW, 2171, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
123,Hendys Road Numurkah,VIC,3636,Solar,6.162,approved,2025-04-22,2025-02-04,SRPXVCP5,"Hendys Road Numurkah, VIC, 3636, Australia",-36.0559257,145.4784474,-36.0800565,-36.0317949,145.4784472,145.4784689,"Hendys Road, Katunga, Numurkah, Shire of Moira, Victoria, 3636, Australia",way,311209268,nominatim,ok,exact
124,Woolworths Golden Grove (The Stables) 5632,SA,5125,Solar,0.2,approved,2025-04-22,2025-03-27,SRPVSAZ5,"SA, 5125, Australia",-34.9206307,138.6039688,-34.9209569,-34.9197868,138.6034955,138.6041535,"Art Gallery of South Australia, Western Drive, Adelaide, Adelaide City Council, South Australia, 5000, Australia",way,205173204,nominatim,ok,postcode
125,Gregory Hills Hotel,NSW,2557,Solar,0.2,approved,2025-04-23,2025-04-15,SRPYNSA0,"Gregory Hills Hotel, NSW, 2557, Australia",-34.0225757,150.7655311,-34.0228287,-34.0222608,150.7652151,150.7658723,"Gregory Hills Hotel, Gregory Hills Drive, Gregory Hills, Sydney, Camden Council, New South Wales, 2557, Australia",way,694615843,nominatim,ok,exact
126,Moyhall,SA,5271,Solar,8.203,approved,2025-04-24,2025-03-05,SRPVSAZ2,"Moyhall, SA, 5271, Australia",-37.051935,140.6714581,-37.1103235,-36.9809053,140.6117489,140.7367781,"Moyhall, Naracoorte Lucindale Council, South Australia, 5271, Australia",relation,6714116,nominatim,ok,exact
127,AU371 -Lytton Industry U3 & U4,QLD,4178,Solar,0.291,approved,2025-05-02,2025-04-03,SRPXQLI8,"QLD, 4178, Australia",-27.5419813,153.0791853,-27.5422586,-27.5411197,153.0788750,153.0796915,"Hillsong Brisbane Campus, 16, Rover Street, Mount Gravatt Central, Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia",relation,15268146,nominatim,ok,postcode
128,Kerarbury Station Almond Orchard,NSW,2706,Solar,6.004,approved,2025-05-02,2025-03-27,SRPYNS90,"NSW, 2706, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
129,Steel Building Systems,SA,5113,Solar,0.2,approved,2025-05-02,2025-03-24,SRPVSAZ3,"SA, 5113, Australia",-34.7123891,138.6852025,-34.7197018,-34.7039655,138.6729057,138.6995815,"Elizabeth Park, Adelaide, City of Playford, South Australia, 5113, Australia",relation,7385724,nominatim,ok,postcode
130,Temperzone - 359.52kW,NSW,2148,Solar,0.36,approved,2025-05-02,2025-04-10,SRPYNS97,"NSW, 2148, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
131,Cowboys HQ,QLD,4810,Solar,0.264,approved,2025-05-14,2025-01-17,SRPXQLG9,"QLD, 4810, Australia",-19.2436681,146.7930554,-19.2443657,-19.2427662,146.7920704,146.7939324,"QLD Police Service Academy, Heatleys Parade, Belgian Gardens, Townsville, Townsville City, Queensland, 4810, Australia",way,1020176520,nominatim,ok,postcode
132,DUX MANUFACTURING LIMITED,NSW,2577,Solar,0.4,approved,2025-05-14,2025-04-11,SRPYNS99,"NSW, 2577, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
133,GPT Highpoint DJ,VIC,3032,Solar,0.47,approved,2025-05-14,2024-12-05,SRPXVCH9,"VIC, 3032, Australia",-37.7545199,144.9807272,-37.7546410,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
134,Mercy Place Cairns,QLD,4870,Solar,0.279,approved,2025-05-14,2025-04-30,SRPXQLJ2,"Mercy Place Cairns, QLD, 4870, Australia",-16.9302495,145.7497132,-16.9307535,-16.9297495,145.7489738,145.7500556,"Mercy Place Cairns (Bethlehem), Lyons Street, Westcourt, Cairns, Cairns Regional, Queensland, 4870, Australia",way,309891799,nominatim,ok,exact
135,Mirani Water Recycling Facility,QLD,4754,Solar,0.17,approved,2025-05-14,2024-11-29,SRPXQLE4,"QLD, 4754, Australia",-21.1585013,148.8627776,-21.1585513,-21.1584513,148.8627276,148.8628276,"Australia Post, Mackay Eungella Road, Mirani, Mackay Regional, Queensland, Australia",node,2049365601,nominatim,ok,postcode
136,OPAL Bankstown Terrace Care Community,NSW,2200,Solar,0.239,approved,2025-05-14,2025-04-23,SRPYNSA3,"NSW, 2200, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
137,OPAL Berkeley Care Community,NSW,2261,Solar,0.169,approved,2025-05-14,2025-04-23,SRPYNSA4,"NSW, 2261, Australia",-33.8737539,151.2095867,-33.8738039,-33.8737039,151.2095367,151.2096367,"HarperCollins Publishers Australia, 201, Elizabeth Street, Koreatown, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",node,6602426833,nominatim,ok,postcode
138,UCS Pakenham,VIC,3810,Solar,0.177,approved,2025-05-14,2025-04-02,SRPXVCQ4,"VIC, 3810, Australia",-37.8688729,145.2126338,-37.8690250,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
139,Armadale Shopping Centre 576kW,WA,6112,Solar,0.576,approved,2025-05-15,2025-04-14,SRPVWAN6,"WA, 6112, Australia",-31.9583861,115.8645238,-31.9584361,-31.9583361,115.8644738,115.8645738,"Federal Court of Australia, 1, Victoria Avenue, Perth, City of Perth, Western Australia, 6000, Australia",node,11002557411,nominatim,ok,postcode
140,Armadale Shopping Centre 700kW,WA,6112,Solar,0.704,approved,2025-05-15,2025-04-14,SRPVWAN7,"WA, 6112, Australia",-31.9583861,115.8645238,-31.9584361,-31.9583361,115.8644738,115.8645738,"Federal Court of Australia, 1, Victoria Avenue, Perth, City of Perth, Western Australia, 6000, Australia",node,11002557411,nominatim,ok,postcode
141,AU876 Rosehill Industrial Estate - Buildings C & D,NSW,2142,Solar,0.764,approved,2025-05-15,2025-02-14,SRPYNS74,"NSW, 2142, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
142,Mayfield Aged Care,NSW,2304,Solar,0.192,approved,2025-05-15,2025-04-28,SRPYNSA6,"Mayfield Aged Care, NSW, 2304, Australia",-32.8952076,151.740812,-32.8954891,-32.8949261,151.7403257,151.7412983,"Mayfield Aged Care, Section Street, Mayfield, Newcastle, Newcastle-Maitland, City of Newcastle, New South Wales, 2304, Australia",way,377239259,nominatim,ok,exact
143,Westrac Tomago,NSW,2322,Solar,1.663,approved,2025-05-15,2025-04-08,SRPYNS95,"Westrac Tomago, NSW, 2322, Australia",-32.8229205,151.7524937,-32.8242946,-32.8194125,151.7496186,151.7573060,"Westrac CAT, Tomago, Newcastle-Maitland, Port Stephens Council, New South Wales, 2322, Australia",way,1033369139,nominatim,ok,exact
144,Wollar Solar Farm,NSW,2850,Solar,346.248,approved,2025-05-15,2025-01-17,SRPYNS63,"NSW, 2850, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
145,NEUMANN STEEL 1,QLD,4223,Solar,1.517,approved,2025-05-20,2025-04-22,SRPXQLI9,"NEUMANN STEEL 1, QLD, 4223, Australia",-28.1467697,153.4678764,-28.1487361,-28.1450266,153.4660005,153.4711574,"Neumann Steel, Currumbin Waters, Gold Coast City, Queensland, Australia",way,520723748,nominatim,ok,exact
146,St Gregory's College Hall,NSW,2557,Solar,0.199,approved,2025-05-20,2025-05-02,SRPYNSA8,"NSW, 2557, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
147,St Marys Sewage Treatment - Cogeneration Plant - NSW,NSW,2760,Sewage Gas and Biomass-Based Components of Sewage,1.7,approved,2025-05-20,2025-01-09,BEBGNS39,"NSW, 2760, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
148,Wentworthville Leagues Club Ltd,NSW,2145,Solar,0.23,approved,2025-05-20,2025-05-02,SRPYNSA7,"NSW, 2145, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
149,Wentworthville Leagues Club Ltd System 2,NSW,2145,Solar,0.23,approved,2025-05-20,2025-05-05,SRPYNSB1,"NSW, 2145, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
150,Westpork (Moora) - Agricultural Waste - WA,WA,6507,Agricultural Waste,0.63,approved,2025-05-21,2024-12-10,BEBGWA14,"WA, 6507, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
151,Across The Waves Sports Club Bundaberg,QLD,4670,Solar,0.45,approved,2025-05-22,2025-04-30,SRPXQLJ0,"Across The Waves Sports Club Bundaberg, QLD, 4670, Australia",-24.8905389,152.3470084,-24.8907033,-24.8903725,152.3467853,152.3471903,"Across The Waves Sports Club, 1, Miller Street, Norville, Bundaberg, Bundaberg Region, Queensland, 4670, Australia",way,377275063,nominatim,ok,exact
152,HomeCo Toowoomba,QLD,4350,Solar,0.14,approved,2025-05-22,2025-05-01,SRPXQLJ3,"QLD, 4350, Australia",-27.5950998,151.9504979,-27.5959201,-27.5935447,151.9500467,151.9510758,"Australia Post, Kearneys Spring, Toowoomba, Toowoomba Regional, Queensland, 4350, Australia",way,980609297,nominatim,ok,postcode
153,HomeCo Upper Coomera,QLD,4209,Solar,0.23,approved,2025-05-22,2025-05-14,SRPXQLJ5,"HomeCo Upper Coomera, QLD, 4209, Australia",-27.8494982,153.3019287,-27.8502333,-27.8487056,153.3006265,153.3031918,"HomeCo, City Centre Drive, Upper Coomera, Gold Coast City, Queensland, 4209, Australia",way,693156531,nominatim,ok,exact
154,PLASTIC SOLUTIONS,VIC,3179,Solar,0.359,approved,2025-05-26,2025-04-22,SRPXVCR1,"PLASTIC SOLUTIONS, VIC, 3179, Australia",-37.9005682,145.2178476,-37.9012978,-37.8998544,145.2167900,145.2188146,"PSA Plastic Solutions Australia, 1257, Ferntree Gully Road, Scoresby, Melbourne, City of Knox, Victoria, 3179, Australia",way,52438443,nominatim,ok,exact
155,Clarke Creek Wind Farm,QLD,4705,Wind,450.0,approved,2025-05-28,2025-01-07,WD00QL09,"QLD, 4705, Australia",-22.6187011,149.6568721,-22.6187511,-22.6186511,149.6568221,149.6569221,"Australia Post, Wilangi Street, Ogmore, Livingstone Shire, Queensland, Australia",node,3101300765,nominatim,ok,postcode
156,Big Dog Pet Foods,QLD,4504,Solar,0.662,approved,2025-05-29,2025-04-30,SRPXQLJ1,"QLD, 4504, Australia",-27.1982973,153.0023779,-27.1986181,-27.1978702,153.0017878,153.0029688,"Qld Organics, Narangba, Greater Brisbane, City of Moreton Bay, Queensland, 4504, Australia",relation,14390811,nominatim,ok,postcode
157,Doomadgee Solar Farm Stage 2,QLD,4830,Solar,0.304,approved,2025-05-29,2025-03-17,SRPXQLI4,"QLD, 4830, Australia",-27.832586,153.290556,-27.8341218,-27.8316846,153.2897003,153.2916024,"Luna Machinery QLD, 122, Pimpama, Gold Coast City, Queensland, 4209, Australia",way,162920917,nominatim,ok,postcode
158,MOKOAN SOLAR FARM,VIC,3673,Solar,57.803,approved,2025-05-29,2025-02-25,SRPXVCP6,"VIC, 3673, Australia",-38.165166,144.3376679,-38.1751660,-38.1551660,144.3276679,144.3476679,"Australia, Belmont, Geelong, City of Greater Geelong, Victoria, 3216, Australia",node,12137181988,nominatim,ok,postcode
159,Plainland,QLD,4341,Solar,0.428,approved,2025-05-29,2025-05-08,SRPXQLJ7,"Plainland, QLD, 4341, Australia",-27.578022,152.4162629,-27.6048660,-27.5514790,152.3899680,152.4500390,"Plainland, Lockyer Valley Regional, Queensland, 4341, Australia",relation,11675658,nominatim,ok,exact
160,Homeco Tingalpa,QLD,4173,Solar,0.204,approved,2025-05-30,2025-05-14,SRPXQLJ6,"Homeco Tingalpa, QLD, 4173, Australia",-27.4771864,153.1394377,-27.4779718,-27.4764043,153.1388878,153.1402634,"HomeCo, 261, New Cleveland Road, Tingalpa, City of Brisbane, Queensland, 4173, Australia",way,243613454,nominatim,ok,exact
161,Palmerston Golf & Country Club,NT,830,Solar,0.2,approved,2025-05-30,2025-03-21,SRPVNT81,"NT, 0830, Australia",-12.4797112,130.9914366,-12.4799030,-12.4794106,130.9911496,130.9917740,"St John Ambulance NT, 7, Cook Street, Farrar, Palmerston, City of Palmerston, Northern Territory, 0830, Australia",way,1266107520,nominatim,ok,postcode
162,Tip Top Dry Creek,SA,5094,Solar,0.918,approved,2025-05-30,2025-04-10,SRPVSAZ6,"SA, 5094, Australia",-34.9206307,138.6039688,-34.9209569,-34.9197868,138.6034955,138.6041535,"Art Gallery of South Australia, Western Drive, Adelaide, Adelaide City Council, South Australia, 5000, Australia",way,205173204,nominatim,ok,postcode
163,Woolworths Kingston 7003,TAS,7050,Solar,0.338,approved,2025-06-03,2025-05-26,SRPXSA02,"TAS, 7050, Australia",-42.9815851,147.3234846,-42.9816351,-42.9815351,147.3234346,147.3235346,"Tas Petroleum, Beach Road, Kingston Heights, Kingston Beach, Hobart, Kingborough, Tasmania, 7050, Australia",node,9770993818,nominatim,ok,postcode
164,Americold Hemmant 2,QLD,4174,Solar,0.311,approved,2025-06-10,2025-05-22,SRPXQLK0,"QLD, 4174, Australia",-27.5419813,153.0791853,-27.5422586,-27.5411197,153.0788750,153.0796915,"Hillsong Brisbane Campus, 16, Rover Street, Mount Gravatt Central, Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia",relation,15268146,nominatim,ok,postcode
165,Brisbane Lions,QLD,4300,Solar,0.799,approved,2025-06-10,2025-04-14,SRPXQLI5,"Brisbane Lions, QLD, 4300, Australia",-27.5600808,153.0841334,-27.5601976,-27.5599678,153.0840243,153.0842394,"Lions Club of Brisbane Macgregor, Palmdale Lane, Upper Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia",way,1072859807,nominatim,ok,exact
166,Cairns Aquarium,QLD,4870,Solar,0.4,approved,2025-06-10,2025-05-26,SRPXQLK1,"Cairns Aquarium, QLD, 4870, Australia",-16.9186197,145.7736162,-16.9190078,-16.9182225,145.7731750,145.7741128,"Cairns Aquarium, 5, Florence Street, Cairns City, Cairns, Cairns Regional, Queensland, 4870, Australia",way,648805828,nominatim,ok,exact
167,Clean Peak Energy - Coles Dubbo Square,NSW,2830,Solar,0.37,approved,2025-06-10,2025-05-19,SRPYNSB3,"NSW, 2830, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Gate 2 Avenue, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",way,173530296,nominatim,ok,postcode
168,CSIRO,ACT,2620,Solar,1.269,approved,2025-06-10,2024-08-20,SRPVAC44,"CSIRO, ACT, 2620, Australia",-35.3066672,149.093926,-35.3070272,-35.3062756,149.0932100,149.0941531,"CSIRO, 1, Wilf Crane Crescent, Yarralumla, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia",way,589124013,nominatim,ok,exact
169,HomeCo Keysborough,VIC,3173,Solar,0.152,approved,2025-06-10,2025-05-14,SRPXVCR4,"HomeCo Keysborough, VIC, 3173, Australia",-37.9923632,145.1458597,-37.9929322,-37.9912239,145.1446363,145.1471560,"HomeCo, Springvale Road, Keysborough, Melbourne, City of Greater Dandenong, Victoria, 3173, Australia",way,303122703,nominatim,ok,exact
170,STM Smeaton Grange,NSW,2567,Solar,0.233,approved,2025-06-10,2025-03-26,SRPYNS89,"NSW, 2567, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
171,The Big Banana Coffs Harbour,NSW,2450,Solar,0.127,approved,2025-06-10,2025-05-02,SRPYNSA9,"The Big Banana Coffs Harbour, NSW, 2450, Australia",-30.2747946,153.133899,-30.2748333,-30.2747528,153.1338589,153.1339320,"The Big Banana, Pacific Highway, Coffs Harbour, Coffs Harbour City Council, New South Wales, 2450, Australia",way,1019373169,nominatim,ok,exact
172,Uniting Farmborough,NSW,2526,Solar,0.15,approved,2025-06-10,2025-05-26,SRPYNSC1,"NSW, 2526, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
173,Synnex Australia,NSW,2141,Solar,0.474,approved,2025-06-19,2025-04-24,SRPYNSB2,"NSW, 2141, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.0649050,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
174,Associated Grains Dalby,QLD,4405,Solar,0.348,approved,2025-06-25,2025-03-31,SRPXQLI6,"QLD, 4405, Australia",-27.187645,151.2678198,-27.1879419,-27.1873481,151.2674808,151.2681587,"EG Australia, Drayton Street, Dalby, Western Downs Regional, Queensland, 4405, Australia",way,274471506,nominatim,ok,postcode
175,Clean Peak Energy - Moama,NSW,2731,Solar,7.528,approved,2025-06-25,2025-04-15,SRPYNSA1,"NSW, 2731, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Gate 2 Avenue, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",way,173530296,nominatim,ok,postcode
176,Kootingal Solar Farm,NSW,2352,Solar,6.048,approved,2025-06-25,2025-04-28,SRPYNSA5,"NSW, 2352, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Gate 2 Avenue, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",way,173530296,nominatim,ok,postcode
177,IBIS,QLD,4876,Solar,0.151,approved,2025-06-26,2025-04-28,SRPXQLI0,"IBIS, QLD, 4876, Australia",-9.9129055,144.0439099,-9.9129555,-9.9128555,144.0438599,144.0439599,"IBIS, Mer Esplanade, Mer Island, Torres Strait Island Regional, Queensland, Australia",node,2837599828,nominatim,ok,exact
178,Puopolo Smallgoods,VIC,3026,Solar,0.309,approved,2025-06-26,2025-04-16,SRPXVCR0,"VIC, 3026, Australia",-37.7545199,144.9807272,-37.7546410,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
179,Alsco Salisbury,QLD,4107,Solar,0.3,approved,2025-06-27,2025-06-11,SRPXQLK5,"QLD, 4107, Australia",-27.5419813,153.0791853,-27.5422586,-27.5411197,153.0788750,153.0796915,"Hillsong Brisbane Campus, 16, Rover Street, Mount Gravatt Central, Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia",relation,15268146,nominatim,ok,postcode
180,Bunnings Penrith,NSW,2750,Solar,0.37,approved,2025-06-27,2025-05-28,SRPYNSC5,"Bunnings Penrith, NSW, 2750, Australia",-33.7435888,150.6895911,-33.7445635,-33.7426287,150.6890723,150.6910318,"Bunnings Warehouse, Mullins Road, Penrith, Sydney, Penrith City Council, New South Wales, 2750, Australia",way,331985585,nominatim,ok,exact
181,Cherry Lane,VIC,3026,Solar,0.42,approved,2025-06-27,2025-05-21,SRPXVCR2,"Cherry Lane, VIC, 3026, Australia",-37.8373039,144.7962468,-37.8421266,-37.8305420,144.7830341,144.8083080,"Cherry Lane, Laverton North, Melbourne, City of Wyndham, Victoria, 3026, Australia",way,23476857,nominatim,ok,exact
182,Coolaroo,VIC,3048,Solar,0.7,approved,2025-06-27,2025-05-26,SRPXVCR7,"Coolaroo, VIC, 3048, Australia",-37.6612428,144.9260311,-37.6622496,-37.6604596,144.9257156,144.9264961,"Coolaroo, Kalimna Crescent, Coolaroo, Melbourne, City of Hume, Victoria, 3048, Australia",way,901055076,nominatim,ok,exact
183,"CVAS, Clarenza",NSW,2460,Solar,0.194,approved,2025-06-27,2025-05-19,SRPYNSB7,"NSW, 2460, Australia",-33.5098067,151.1602587,-33.5098769,-33.5097364,151.1601895,151.1603279,"2460, Kalinda Road, Bar Point, Central Coast Council, New South Wales, 2083, Australia",way,1430234489,nominatim,ok,postcode
184,DMK - 27 Alacrity Place,WA,6166,Solar,0.196,approved,2025-06-27,2025-03-24,SRPVWAN5,"WA, 6166, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
185,Macathur Square,NSW,2560,Solar,4.542,approved,2025-06-27,2025-05-22,SRPYNSC2,"NSW, 2560, Australia",-34.1829041,150.8095278,-34.1867658,-34.1753007,150.8081202,150.8117928,"NSW Sport Aircraft Club, Wedderburn / Lysaghts Management Trail, Appin, Wollondilly Shire Council, New South Wales, 2560, Australia",way,503156028,nominatim,ok,postcode
186,Powerhouse Museum,NSW,2154,Solar,0.801,approved,2025-06-27,2025-05-14,SRPYNSB5,"Powerhouse Museum, NSW, 2154, Australia",-33.8782088,151.1995561,-33.8790555,-33.8776463,151.1989158,151.2001973,"Powerhouse Museum, Harris Street, Ultimo, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2007, Australia",way,16765958,nominatim,ok,exact
187,Region Group Kwinana 1,WA,6167,Solar,1.191,approved,2025-06-27,2025-03-06,SRPVWAL5,"WA, 6167, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
188,Riverwood CCP,NSW,2210,Solar,0.126,approved,2025-06-27,2025-04-23,SRPYNS98,"NSW, 2210, Australia",-33.8737539,151.2095867,-33.8738039,-33.8737039,151.2095367,151.2096367,"HarperCollins Publishers Australia, 201, Elizabeth Street, Koreatown, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",node,6602426833,nominatim,ok,postcode
